FLYBASE,SYMBOL,GENENAME,chromosome_name,start_position,end_position,ensembl_transcript_id,flybase_transcript_id,transcript_start,transcript_end,transcription_start_site,transcript_length,transcript_count
FBgn0025626,CG4281,uncharacterized protein,X,2062313,2065142,FBtr0070339,FBtr0070339,2062313,2065142,2065142,2664,3
FBgn0025627,CG4194,uncharacterized protein,X,2068592,2069688,FBtr0070328,FBtr0070328,2068592,2069688,2068592,1097,3
FBgn0025628,CG4199,uncharacterized protein,X,2066435,2073483,FBtr0070334,FBtr0070334,2066435,2072065,2072065,2436,21
FBgn0025629,CG4045,uncharacterized protein,X,2074795,2075900,FBtr0070331,FBtr0070331,2074795,2075900,2075900,923,3
FBgn0025630,Rtca,RNA 3'-terminal phosphate cyclase,X,2072413,2074890,FBtr0344156,FBtr0344156,2072413,2074890,2072413,2042,6
FBgn0025631,moody,moody,X,2044292,2050120,FBtr0310288,FBtr0310288,2044292,2048395,2048395,2937,18
FBgn0025632,CG4313,uncharacterized protein,X,2041868,2055414,FBtr0340108,FBtr0340108,2052684,2055414,2052684,2157,9
FBgn0025633,CG13366,uncharacterized protein,X,585081,620195,FBtr0339431,FBtr0339431,610549,620195,620195,4307,21
FBgn0025634,CG13367,uncharacterized protein,X,644761,646386,FBtr0070121,FBtr0070121,644761,646386,644761,1550,3
FBgn0025635,CG17829,uncharacterized protein,X,625542,628016,FBtr0070117,FBtr0070117,625542,628016,625542,2199,9
FBgn0025637,SkpA,SKP1-related A,X,656114,657899,FBtr0070124,FBtr0070124,656114,657899,656114,1472,27
FBgn0025638,Roc1a,Regulator of cullins 1a,X,647304,648597,FBtr0343564,FBtr0343564,647304,648597,647304,1145,9
FBgn0025639,Hmt4-20,Histone methyltransferase 4-20,X,648483,656033,FBtr0070151,FBtr0070151,648483,656033,656033,6137,6
FBgn0025640,CG13369,uncharacterized protein,X,623468,624765,FBtr0070115,FBtr0070115,623468,624765,623468,1175,3
FBgn0025641,DAAM,Dishevelled Associated Activator of Morphogenesis,X,1289713,1322362,FBtr0342731,FBtr0342731,1289717,1322362,1322362,5323,18
FBgn0025642,CG32812,uncharacterized protein,X,1287290,1288945,FBtr0070206,FBtr0070206,1287290,1288945,1287290,1599,6
FBgn0025643,CG3588,uncharacterized protein,X,2919770,2924426,FBtr0301060,FBtr0301060,2920119,2923468,2920119,2277,20
FBgn0025644,CG14424,uncharacterized protein,X,2925884,2927258,FBtr0070563,FBtr0070563,2925884,2927258,2927258,1046,4
FBgn0025645,CG3598,uncharacterized protein,X,2937027,2938073,FBtr0070552,FBtr0070552,2937027,2938073,2937027,1047,4
FBgn0025674,CycK,Cyclin K,2L,22124285,22130142,FBtr0085942,FBtr0085942,22128264,22130142,22130142,1679,9
FBgn0025676,CkIIalpha-i3,CKII-alpha subunit interactor-3,3L,708601,710607,FBtr0072603,FBtr0072603,708658,710342,710342,1275,6
FBgn0025678,CaBP1,calcium-binding protein 1,2L,16354886,16356735,FBtr0345544,FBtr0345544,16354886,16356735,16356735,1781,6
FBgn0025679,Klf15,Kruppel-like factor 15,X,4770557,4771588,FBtr0070735,FBtr0070735,4770557,4771588,4771588,1032,4
FBgn0025680,cry,cryptochrome,3R,19212154,19215442,FBtr0083736,FBtr0083736,19212154,19215442,19212154,1896,3
FBgn0025681,CG3558,uncharacterized protein,2L,2992870,2998726,FBtr0077645,FBtr0077645,2992973,2998726,2992973,4160,12
FBgn0025682,scf,supercoiling factor,3L,1298672,1300389,FBtr0089941,FBtr0089941,1298886,1300389,1298886,1386,4
FBgn0025683,CG3164,uncharacterized protein,2L,122624,130791,FBtr0078154,FBtr0078154,122624,129245,129245,2778,8
FBgn0025684,MFS18,Major Facilitator Superfamily Transporter 18,2L,4446670,4448635,FBtr0077456,FBtr0077456,4446670,4448635,4448635,1846,3
FBgn0025686,Amnionless,amnionless,2L,287252,289144,FBtr0330647,FBtr0330647,287252,289144,289144,1893,4
FBgn0025692,Lfg,Lifeguard,2R,12875164,12876966,FBtr0087814,FBtr0087814,12875164,12876832,12876832,1073,12
FBgn0025693,ZnT41F,Zinc transporter 41F,2R,5774776,5782858,FBtr0086053,FBtr0086053,5774776,5782858,5782858,1959,12
FBgn0025697,santa-maria,scavenger receptor acting in neural tissue and majority of rhodopsin is absent,2L,7445355,7451244,FBtr0079464,FBtr0079464,7445355,7451244,7451244,2302,6
FBgn0025700,CG5885,uncharacterized protein,2L,9917221,9918330,FBtr0445309,FBtr0445309,9917221,9918330,9918330,1044,6
FBgn0025702,Srpk79D,Serine-arginine protein kinase at 79D,3L,22273985,22284335,FBtr0306596,FBtr0306596,22273985,22283423,22273985,3900,33
FBgn0025709,CNT2,Concentrative nucleoside transporter 2,2R,9078721,9082374,FBtr0088562,FBtr0088562,9078721,9082374,9078721,2085,9
FBgn0025712,CG13920,uncharacterized protein,3L,1648944,1651501,FBtr0072761,FBtr0072761,1649080,1651501,1649080,1156,6
FBgn0025716,Bap55,Brahma associated protein 55kD,2R,17429353,17430963,FBtr0086960,FBtr0086960,17429353,17430963,17430963,1473,3
FBgn0025720,Ate1,Arginyltransferase 1,2R,20254966,20257390,FBtr0086318,FBtr0086318,20254966,20257390,20257390,1643,12
FBgn0025724,beta'COP,Coat Protein (coatomer) beta',2L,13378902,13382382,FBtr0080469,FBtr0080469,13378902,13382382,13378902,3066,3
FBgn0025725,alphaCOP,Coat Protein (coatomer) alpha,3L,1641066,1645199,FBtr0072812,FBtr0072812,1641066,1645199,1645199,4078,6
FBgn0025726,unc-13,unc-13,4,867824,912331,FBtr0308806,FBtr0308806,870930,893565,893565,10285,7
FBgn0025739,pon,partner of numb,X,4636318,4639112,FBtr0070681,FBtr0070681,4636318,4639112,4636318,2601,4
FBgn0025740,PlexB,Plexin B,4,32478,43778,FBtr0089179,FBtr0089179,32812,43778,43778,6716,2
FBgn0025741,PlexA,Plexin A,4,1009895,1027101,FBtr0309865,FBtr0309865,1009895,1027101,1027101,10243,4
FBgn0025742,mtm,myotubularin,2L,6034731,6037015,FBtr0079223,FBtr0079223,6034796,6036917,6036917,2067,6
FBgn0025743,mbt,mushroom bodies tiny,X,16610685,16614856,FBtr0074285,FBtr0074285,16610685,16614856,16610685,3269,4
FBgn0025776,ind,intermediate neuroblasts defective,3L,15042799,15043924,FBtr0333875,FBtr0333875,15042799,15043924,15043924,1126,3
FBgn0025777,homer,homer,2L,6719394,6723359,FBtr0332330,FBtr0332330,6720396,6723359,6723359,1930,18
FBgn0025781,Cdc16,Cell division cycle 16,3R,23281201,23284123,FBtr0084377,FBtr0084377,23281201,23284123,23281201,2615,3
FBgn0025790,TBPH,TAR DNA-binding protein-43 homolog,2R,23859067,23862593,FBtr0089627,FBtr0089627,23859330,23862593,23862593,2156,12
FBgn0025800,Smox,Smad on X,X,8137041,8142279,FBtr0071192,FBtr0071192,8138391,8142279,8142279,3171,8
FBgn0025802,Sbf,SET domain binding factor,3R,11789293,11796948,FBtr0082530,FBtr0082530,11789293,11796948,11796948,6722,6
FBgn0025807,Rad9,Rad9,3L,18870045,18872553,FBtr0075080,FBtr0075080,18870045,18872553,18872553,1779,6
FBgn0025808,Rad17,Rad17,3R,14661176,14663197,FBtr0082974,FBtr0082974,14661176,14663197,14663197,1823,3
FBgn0025809,Paf-AHalpha,Platelet-activating factor acetylhydrolase alpha,X,15784009,15785583,FBtr0074190,FBtr0074190,15784009,15785583,15785583,1507,8
FBgn0025814,Mgstl,Microsomal glutathione S-transferase-like,X,21042125,21044107,FBtr0345919,FBtr0345919,21042125,21044107,21042125,951,12
FBgn0025815,Mcm6,Minichromosome maintenance 6,X,6674387,6677176,FBtr0070952,FBtr0070952,6674387,6677176,6674387,2790,4
FBgn0025820,JTBR,JTBR,3L,1802008,1802856,FBtr0072788,FBtr0072788,1802008,1802856,1802856,849,9
FBgn0025821,I-t,inhibitor-t,3R,11704030,11704916,FBtr0082427,FBtr0082427,11704030,11704916,11704030,887,3
FBgn0025825,HDAC3,Histone deacetylase 3,3R,5472810,5474600,FBtr0078767,FBtr0078767,5472810,5474600,5474600,1660,3
FBgn0025827,CG6421,uncharacterized protein,2R,16872250,16872906,FBtr0087043,FBtr0087043,16872250,16872906,16872250,600,3
FBgn0025830,IntS8,Integrator 8,2R,16850437,16854104,FBtr0087036,FBtr0087036,16850437,16854104,16850437,3293,3
FBgn0025832,Fen1,Flap endonuclease 1,2R,16854025,16855464,FBtr0087075,FBtr0087075,16854025,16855464,16855464,1378,3
FBgn0025833,CG8910,uncharacterized protein,2R,16874724,16895652,FBtr0087071,FBtr0087071,16874724,16895652,16895652,3406,3
FBgn0025835,CG17707,uncharacterized protein,X,142731,148426,FBtr0300673,FBtr0300673,142731,148426,148426,3791,6
FBgn0025836,RhoGAP1A,Rho GTPase activating protein at 1A,X,127449,140340,FBtr0340054,FBtr0340054,127449,140340,127449,5089,18
FBgn0025837,CG17636,uncharacterized protein,X,124370,126714,FBtr0112921,FBtr0112921,124370,126714,126714,1894,9
FBgn0025838,CG2652,uncharacterized protein,X,2681987,2682932,FBtr0070505,FBtr0070505,2681987,2682932,2682932,946,4
FBgn0025839,ND-B14.5A,NADH dehydrogenase (ubiquinone) B14.5 A subunit,X,2172526,2173432,FBtr0343049,FBtr0343049,2172526,2173432,2172526,807,6
FBgn0025864,Crag,Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein,X,8592031,8602036,FBtr0343356,FBtr0343356,8592031,8602036,8592031,7001,12
FBgn0025865,Cortactin,cortactin,3R,21061680,21064471,FBtr0084039,FBtr0084039,21061680,21064440,21064440,2416,12
FBgn0025866,CalpB,Calpain-B,3L,9888762,9893319,FBtr0076343,FBtr0076343,9888762,9893319,9888762,4274,6
FBgn0025874,Meics,Meiotic central spindle,3L,13962658,13964702,FBtr0333030,FBtr0333030,13962658,13964702,13964702,1904,6
FBgn0025878,wrapper,wrapper,2R,22379637,22382675,FBtr0071821,FBtr0071821,22379637,22382675,22379637,1977,3
FBgn0025879,Timp,Tissue inhibitor of metalloproteases,3R,10203875,10213007,FBtr0082245,FBtr0082245,10203875,10213007,10213007,1591,3
FBgn0025881,snoRNA:Me18S-A1576,ncRNA,2L,9894795,9894907,FBtr0079907,FBtr0079907,9894795,9894907,9894907,113,3
FBgn0025882,snoRNA:MeU6-A47,ncRNA,X,21386845,21386935,FBtr0077222,FBtr0077222,21386845,21386935,21386935,91,2
FBgn0025885,Inos,myo-inositol-1-phosphate synthase,2R,7454922,7458874,FBtr0089329,FBtr0089329,7454922,7458874,7458874,1986,3
FBgn0025936,Eph,Eph receptor tyrosine kinase,4,610684,622470,FBtr0089083,FBtr0089083,610684,620926,610684,4068,12
FBgn0026015,Top3beta,Topoisomerase 3beta,X,6284138,6287990,FBtr0070930,FBtr0070930,6284471,6287990,6287990,2963,8
FBgn0026056,Rlip,Ral interacting protein,3R,21017684,21020753,FBtr0084002,FBtr0084002,21017684,21020753,21017684,2518,6
FBgn0026058,OdsH,Ods-site homeobox,X,17791010,17814011,FBtr0074461,FBtr0074461,17791010,17814011,17791010,1289,4
FBgn0026059,Mhcl,Myosin heavy chain-like,3R,16068523,16098761,FBtr0303845,FBtr0303845,16069675,16072054,16072054,2015,24
FBgn0026060,Mipp2,Multiple inositol polyphosphate phosphatase 2,X,6082709,6091471,FBtr0070884,FBtr0070884,6082709,6091471,6091471,2458,4
FBgn0026061,Mipp1,Multiple inositol polyphosphate phosphatase 1,3L,16563448,16573334,FBtr0075398,FBtr0075398,16563629,16573334,16573334,1769,9
FBgn0026063,KP78b,KP78b,3R,11346294,11353131,FBtr0301427,FBtr0301427,11346294,11353131,11353131,4988,6
FBgn0026064,KP78a,KP78a,3R,11346294,11353131,FBtr0301426,FBtr0301426,11346294,11353131,11353131,4988,3
FBgn0026076,UBL3,Ubiquitin like 3,X,15849731,15853175,FBtr0300787,FBtr0300787,15849731,15853175,15853175,2160,12
FBgn0026077,Gasp,gasp,3R,6088799,6100887,FBtr0112922,FBtr0112922,6088799,6100887,6100887,1683,6
FBgn0026079,Nsun2,"NOP2-Sun domain family, member 2",X,4111156,4113734,FBtr0070669,FBtr0070669,4111156,4113734,4113734,2444,4
FBgn0026080,Tip60,Tat interactive protein 60kDa,X,4114800,4117487,FBtr0333185,FBtr0333185,4114800,4117442,4117442,2368,12
FBgn0026083,tyf,twenty-four,X,4117020,4130016,FBtr0305181,FBtr0305181,4117020,4126256,4117020,6752,44
FBgn0026084,cib,ciboulot,X,4106113,4110981,FBtr0307206,FBtr0307206,4108949,4110981,4108949,1502,20
FBgn0026085,dgt4,dim gamma-tubulin 4,X,4113701,4114929,FBtr0333183,FBtr0333183,4113701,4114929,4113701,1101,12
FBgn0026086,Adar,Adenosine deaminase acting on RNA,X,1773725,1788065,FBtr0100557,FBtr0100557,1773725,1784001,1773725,3451,45
FBgn0026088,CG14818,uncharacterized protein,X,1879019,1879774,FBtr0331385,FBtr0331385,1879019,1879774,1879774,598,6
FBgn0026089,CG14817,uncharacterized protein,X,1876294,1877270,FBtr0345510,FBtr0345510,1876294,1877270,1877270,920,6
FBgn0026090,CG14812,uncharacterized protein,X,1857889,1858971,FBtr0333511,FBtr0333511,1857889,1858971,1858971,802,6
FBgn0026136,CkIIbeta2,Casein kinase II beta2 subunit,2R,20289545,20290550,FBtr0086278,FBtr0086278,20289545,20290550,20289545,912,3
FBgn0026141,Cdlc2,Cytoplasmic dynein light chain 2,2L,1344400,1345135,FBtr0077924,FBtr0077924,1344461,1345135,1344461,675,9
FBgn0026143,Cdc45,Cell division cycle 45,X,1028291,1030556,FBtr0070182,FBtr0070182,1028291,1030556,1030556,2214,3
FBgn0026144,CBP,sarcoplasmic calcium-binding protein,X,7337352,7342731,FBtr0071052,FBtr0071052,7337352,7342731,7337352,2185,12
FBgn0026147,TTLL4A,Tubulin tyrosine ligase-like 4A,2L,10989401,10997897,FBtr0304948,FBtr0304948,10989401,10995006,10989401,4629,30
FBgn0026148,CG12253,uncharacterized protein,2L,10987806,10989241,FBtr0080149,FBtr0080149,10987806,10989241,10987806,1240,3
FBgn0026149,BCL7-like,BCL7-like,X,9356634,9358594,FBtr0071358,FBtr0071358,9356634,9358594,9356634,1664,4
FBgn0026150,ApepP,Aminopeptidase P,2L,16908229,16910418,FBtr0304931,FBtr0304931,16908229,16910418,16910418,2190,6
FBgn0026160,tna,tonalli,3L,10835528,10876496,FBtr0301658,FBtr0301658,10858404,10876496,10858404,6023,12
FBgn0026162,tRNA:Lys-TTT-2-1,transfer RNA:Lysine-TTT 2-1,3R,6819894,6819966,FBtr0081622,FBtr0081622,6819894,6819966,6819894,73,3
FBgn0026163,tRNA:Lys-TTT-2-2,transfer RNA:Lysine-TTT 2-2,3R,6821068,6821140,FBtr0081661,FBtr0081661,6821068,6821140,6821140,73,3
FBgn0026164,tRNA:Lys-TTT-2-3,transfer RNA:Lysine-TTT 2-3,3R,6821789,6821861,FBtr0081623,FBtr0081623,6821789,6821861,6821789,73,3
FBgn0026169,snoRNA:Psi18S-1820,ncRNA,2R,24176228,24176367,FBtr0072259,FBtr0072259,24176228,24176367,24176228,140,2
FBgn0026174,SkpD,SKP1-related D,X,19812729,19813384,FBtr0074796,FBtr0074796,19812729,19813384,19812729,656,4
FBgn0026175,SkpC,SKP1-related C,X,19816072,19816700,FBtr0074797,FBtr0074797,19816072,19816700,19816072,629,4
FBgn0026176,SkpB,SKP1-related B,2R,12139295,12140229,FBtr0088020,FBtr0088020,12139295,12140229,12140229,877,3
FBgn0026179,siz,schizo,3L,21034535,21075444,FBtr0111038,FBtr0111038,21067888,21075444,21067888,4654,12
FBgn0026181,Rok,Rho kinase,X,16624012,16637414,FBtr0074286,FBtr0074286,16624211,16637414,16637414,7190,16
FBgn0026189,promL,prominin-like,3L,3114450,3127724,FBtr0073120,FBtr0073120,3115335,3127216,3127216,4106,21
FBgn0026190,PH4alphaMP,prolyl-4-hydroxylase-alpha MP,3R,30491813,30496153,FBtr0085689,FBtr0085689,30491813,30496153,30496153,1882,3
FBgn0026192,par-6,par-6,X,17703352,17707096,FBtr0074455,FBtr0074455,17703352,17707096,17703352,3032,8
FBgn0026196,nop5,nop5,2L,6916753,6918743,FBtr0079369,FBtr0079369,6916753,6918743,6918743,1813,3
FBgn0026197,lncRNA:noe,long non-coding RNA:noe,3L,17400272,17401348,FBtr0445670,FBtr0445670,17400272,17401348,17401348,1077,3
FBgn0026199,myo,myoglianin,4,690686,696055,FBtr0089095,FBtr0089095,690686,696055,696055,3612,6
FBgn0026206,mei-P26,meiotic P26,X,9163255,9189309,FBtr0340341,FBtr0340341,9165963,9171659,9165963,4966,24
FBgn0026207,mbo,members only,3R,12676487,12679052,FBtr0082668,FBtr0082668,12676487,12679052,12679052,2566,3
FBgn0026238,gus,gustavus,2R,5116990,5128321,FBtr0309847,FBtr0309847,5117394,5128321,5128321,1395,21
FBgn0026239,gukh,GUK-holder,3R,18984025,19022436,FBtr0089768,FBtr0089768,18984025,19022436,18984025,6268,12
FBgn0026250,eIF1A,eukaryotic translation initiation factor 1A,3R,18274665,18283005,FBtr0083573,FBtr0083573,18274665,18282484,18274665,1199,9
FBgn0026252,msk,moleskin,3L,8116179,8121579,FBtr0076685,FBtr0076685,8116179,8121579,8116179,3979,3
FBgn0026255,clumsy,clumsy,2L,21206493,21211818,FBtr0081476,FBtr0081476,21206493,21211818,21206493,3417,6
FBgn0026257,cav,caravaggio,3R,24221103,24223528,FBtr0084557,FBtr0084557,24221103,24223528,24221103,1649,12
FBgn0026259,eIF5B,eukaryotic translation initiation factor 5B,3L,3428658,3460977,FBtr0309836,FBtr0309836,3428665,3460977,3460977,4378,15
FBgn0026261,bonsai,bonsai,2R,22637770,22638868,FBtr0071860,FBtr0071860,22637770,22638868,22637770,981,3
FBgn0026262,bip2,bip2,4,459887,466828,FBtr0089110,FBtr0089110,459887,466828,466828,4514,2
FBgn0026263,bip1,bip1,3L,8054333,8058713,FBtr0076745,FBtr0076745,8054333,8058713,8058713,1825,6
FBgn0026268,antdh,antdh,X,11168030,11169058,FBtr0073468,FBtr0073468,11168030,11169058,11169058,950,4
FBgn0026309,aft,adrift,2R,17786135,17788556,FBtr0089549,FBtr0089549,17786135,17788556,17786135,2314,3
FBgn0026313,X11L,X11L,X,17599608,17606879,FBtr0333757,FBtr0333757,17599991,17606100,17599991,4862,20
FBgn0026314,Ugt35B1,UDP-glycosyltransferase family 35 member B1,3R,11168503,11170246,FBtr0082375,FBtr0082375,11168503,11170246,11170246,1672,3
FBgn0026315,Ugt35A1,UDP-glycosyltransferase family 35 member A1,3R,11170817,11172664,FBtr0082374,FBtr0082374,11170817,11172664,11172664,1781,3
FBgn0026316,Ubc10,Ubiquitin conjugating enzyme 10,2R,17788412,17789410,FBtr0089553,FBtr0089553,17788412,17789410,17789410,999,3
FBgn0026317,Tsc1,Tsc1,3R,24130307,24134654,FBtr0084546,FBtr0084546,24130307,24134654,24130307,3896,3
FBgn0026319,Traf4,TNF-receptor-associated factor 4,2L,4361925,4380716,FBtr0334401,FBtr0334401,4361925,4380716,4361925,2675,6
FBgn0026320,Tom,Twin of m4,3L,14969344,14970306,FBtr0075620,FBtr0075620,14969344,14970306,14969344,963,3
FBgn0026323,Tak1,TGF-beta activated kinase 1,X,20515908,20524928,FBtr0340404,FBtr0340404,20515908,20518248,20518248,1650,8
FBgn0026324,Taf10b,TBP-associated factor 10b,2L,2767286,2767845,FBtr0077735,FBtr0077735,2767286,2767845,2767845,560,3
FBgn0026326,Mad1,Mitotic arrest-deficient 1,2R,9288957,9291565,FBtr0088599,FBtr0088599,9288957,9291565,9291565,2439,3
FBgn0026361,Sep5,Septin 5,2R,7960133,7961921,FBtr0088877,FBtr0088877,7960218,7961921,7961921,1704,6
FBgn0026369,Sara,Smad anchor for receptor activation,2R,21481927,21487107,FBtr0071641,FBtr0071641,21481927,21487107,21481927,4621,3
FBgn0026371,SAK,Sak kinase,3L,21512141,21515887,FBtr0078387,FBtr0078387,21512141,21515887,21515887,3371,3
FBgn0026372,RpL23A,Ribosomal protein L23A,3L,1666288,1668654,FBtr0474640,FBtr0474640,1666288,1668654,1668654,1321,6
FBgn0026373,RpII33,RNA polymerase II 33kD subunit,2L,13833337,13834306,FBtr0080544,FBtr0080544,13833337,13834306,13833337,970,3
FBgn0026374,Rhp,Rhophilin,X,15788897,15793632,FBtr0074096,FBtr0074096,15788897,15793632,15788897,2536,8
FBgn0026375,RhoGAPp190,Rho GTPase activating protein p190,X,17639147,17652562,FBtr0333660,FBtr0333660,17639147,17652562,17652562,7693,28
FBgn0026376,Rgl,Ral guanine nucleotide dissociation stimulator-like,3L,13906897,13925335,FBtr0075793,FBtr0075793,13906897,13919965,13919965,4564,15
FBgn0026378,Rep,Rab escort protein,2R,19492087,19494125,FBtr0086462,FBtr0086462,19492087,19494125,19492087,1923,3
FBgn0026379,Pten,Phosphatase and tensin homolog,2L,10256319,10261049,FBtr0300562,FBtr0300562,10256326,10261049,10261049,2617,21
FBgn0026380,Prosbeta3,Proteasome beta3 subunit,3R,9005313,9006226,FBtr0082010,FBtr0082010,9005313,9006226,9006226,914,3
FBgn0026384,Or59a,Odorant receptor 59a,2R,23439868,23441065,FBtr0072023,FBtr0072023,23439868,23441065,23441065,1140,3
FBgn0026385,Or47b,Odorant receptor 47b,2R,11319710,11321312,FBtr0088166,FBtr0088166,11319710,11321312,11321312,1239,3
FBgn0026386,Or47a,Odorant receptor 47a,2R,11250368,11251913,FBtr0088111,FBtr0088111,11250368,11251913,11250368,1359,3
FBgn0026388,Or46a,Odorant receptor 46a,2R,10139264,10142074,FBtr0088330,FBtr0088330,10139264,10142074,10139264,1349,6
FBgn0026389,Or43a,Odorant receptor 43a,2R,7232840,7234913,FBtr0089051,FBtr0089051,7232840,7234913,7234913,1531,3
FBgn0026390,Or33c,Odorant receptor 33c,2L,11937969,11939202,FBtr0080280,FBtr0080280,11937969,11939202,11937969,1155,3
FBgn0026391,Or33b,Odorant receptor 33b,2L,11936181,11937501,FBtr0080279,FBtr0080279,11936181,11937501,11936181,1140,3
FBgn0026392,Or33a,Odorant receptor 33a,2L,11934505,11935716,FBtr0080278,FBtr0080278,11934505,11935716,11934505,1137,3
FBgn0026393,Or43b,Odorant receptor 43b,2R,7920835,7922604,FBtr0088887,FBtr0088887,7920835,7922604,7922604,1412,3
FBgn0026394,Or24a,Odorant receptor 24a,2L,4164689,4166134,FBtr0289965,FBtr0289965,4164689,4166134,4166134,1197,3
FBgn0026395,Or23a,Odorant receptor 23a,2L,2654049,2655462,FBtr0077698,FBtr0077698,2654049,2655462,2654049,1363,3
FBgn0026396,Or22c,Odorant receptor 22c,2L,2054589,2057967,FBtr0077826,FBtr0077826,2054589,2057967,2054589,1209,3
FBgn0026397,Or22b,Odorant receptor 22b,2L,1522697,1524257,FBtr0077874,FBtr0077874,1522697,1524257,1522697,1298,3
FBgn0026398,Or22a,Odorant receptor 22a,2L,1520491,1522156,FBtr0077873,FBtr0077873,1520491,1522156,1520491,1421,3
FBgn0026399,Or85e,Odorant receptor 85e,3R,8634320,8635878,FBtr0310300,FBtr0310300,8634320,8635878,8635878,1404,3
FBgn0026400,Noa36,Noa36,3R,28598059,28599288,FBtr0085320,FBtr0085320,28598059,28599288,28599288,1138,3
FBgn0026401,Nipped-B,Nipped-B,2R,4691672,4729017,FBtr0301454,FBtr0301454,4691672,4729017,4729017,6604,18
FBgn0026402,NiPp1,Nuclear inhibitor of Protein phosphatase 1,2R,17003563,17005149,FBtr0087058,FBtr0087058,17003563,17005149,17005149,1349,3
FBgn0026403,Ndg,Nidogen/entactin,2R,10313891,10322104,FBtr0088349,FBtr0088349,10313891,10321900,10313891,4612,6
FBgn0026404,Dronc,Death regulator Nedd2-like caspase,3L,9968479,9971002,FBtr0076347,FBtr0076347,9968479,9971002,9968479,2015,3
FBgn0026409,Mpcp2,Mitochondrial phosphate carrier protein 2,3L,14537651,14540441,FBtr0075718,FBtr0075718,14537651,14540441,14537651,1700,9
FBgn0026411,Lim1,LIM homeobox 1,X,8756539,8805804,FBtr0071279,FBtr0071279,8757260,8805804,8805804,3081,8
FBgn0026415,Idgf4,Imaginal disc growth factor 4,X,9927973,9930948,FBtr0071393,FBtr0071393,9928266,9930948,9930948,1514,12
FBgn0026417,Hus1-like,Hus1-like,3R,4808336,4812096,FBtr0334904,FBtr0334904,4808336,4812096,4812096,1169,6
